mid,action,adventure,comedy,crime,drama,fantasy,horror,romance,sci-fi,thriller,split0,split1,split2
tt0349889,1,1,0,0,1,0,0,0,0,1,0,1,2
tt0349903,0,0,0,1,0,0,0,0,0,1,0,2,1
tt0350028,0,0,1,0,1,0,0,1,0,0,0,0,0
tt0350194,0,1,1,0,0,1,0,0,1,0,2,0,0
tt0350258,0,0,0,0,1,0,0,0,0,0,0,0,2
tt0350261,0,0,0,0,1,0,0,1,0,0,0,0,2
tt0351283,0,1,1,0,0,0,0,0,0,0,0,2,0
tt0351299,0,0,0,1,1,0,0,0,0,0,0,2,0
tt0351977,1,0,0,1,0,0,0,0,0,0,0,1,0
tt0352248,0,0,0,0,1,0,0,1,0,0,0,0,0
tt0352277,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0352394,0,0,0,0,0,1,1,0,0,0,0,1,0
tt0352520,0,0,1,0,1,0,0,1,0,0,2,2,0
tt0352531,1,1,0,0,1,0,0,0,0,0,1,0,2
tt0353324,1,1,1,0,0,1,1,0,0,1,0,0,0
tt0353357,1,1,0,1,1,0,0,0,0,1,0,0,0
tt0353489,0,0,0,0,0,0,1,0,0,1,2,2,0
tt0353818,0,0,1,1,1,0,0,1,0,0,0,0,0
tt0353969,1,0,0,1,1,0,0,0,0,1,2,0,1
tt0354668,0,0,1,0,0,0,0,0,1,1,0,2,2
tt0354766,1,0,0,1,1,0,0,0,0,1,0,2,0
tt0354899,0,0,1,0,1,1,0,1,0,0,0,1,0
tt0355295,1,1,1,0,0,1,1,0,0,1,0,0,0
tt0355683,0,0,0,1,1,0,0,0,0,0,0,0,2
tt0355702,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0355857,1,0,0,0,1,1,1,0,0,0,0,2,2
tt0355954,0,0,0,0,0,0,1,0,0,1,1,2,1
tt0356150,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0356154,0,1,0,0,1,0,0,0,0,0,0,0,0
tt0356176,0,1,0,0,0,0,1,0,0,1,0,0,1
tt0356470,0,0,1,0,0,0,0,1,0,0,2,0,0
tt0356614,1,0,1,1,0,0,0,0,0,1,0,0,0
tt0356618,0,0,0,0,1,0,0,0,1,1,2,1,0
tt0356634,0,0,1,0,0,1,0,0,0,0,0,2,0
tt0356680,0,0,1,0,1,0,0,1,0,0,0,0,0
tt0356721,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0356910,1,0,1,1,0,0,0,0,0,1,2,0,0
tt0357111,0,1,1,1,0,0,0,0,1,0,0,0,2
tt0357182,0,0,0,1,0,0,0,1,0,1,0,0,2
tt0357277,1,1,0,1,0,1,0,0,0,0,0,0,0
tt0357413,0,0,1,0,0,0,0,0,0,0,2,1,1
tt0357470,0,0,1,0,1,0,0,1,0,0,0,0,0
tt0357585,0,0,0,0,0,0,1,0,1,0,0,2,1
tt0357668,1,1,0,0,1,0,0,0,0,0,0,0,2
tt0357991,1,1,1,0,0,0,0,0,0,0,0,0,0
tt0358082,0,1,1,0,0,0,0,0,1,0,0,0,0
tt0358135,0,0,1,0,1,0,0,1,0,0,0,0,0
tt0358273,0,0,0,0,1,0,0,1,0,0,2,0,0
tt0358294,1,0,0,0,0,0,0,0,0,1,0,0,1
tt0358345,0,0,0,0,1,0,1,0,0,1,0,0,0
tt0358349,1,1,1,0,0,0,0,1,1,0,0,0,2
tt0358456,0,0,0,0,0,0,1,0,0,0,2,0,1
tt0358551,0,0,0,0,1,0,0,1,1,0,0,0,0
tt0359013,1,0,0,0,0,0,1,0,1,0,1,0,2
tt0359517,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0359564,1,0,0,0,0,1,1,0,1,0,1,0,2
tt0359950,0,0,1,0,1,1,0,1,0,0,2,0,0
tt0360009,1,0,0,1,1,0,0,0,0,1,1,0,0
tt0360130,0,0,0,0,1,0,0,0,0,1,0,0,2
tt0360139,0,0,1,0,0,0,0,1,0,0,0,0,0
tt0360201,0,0,1,0,0,0,0,1,0,0,0,1,0
tt0360486,1,0,0,0,0,1,1,0,0,0,2,0,2
tt0360556,0,0,0,0,1,0,0,0,1,1,0,1,2
tt0360717,1,1,0,0,1,0,0,1,0,0,2,0,0
tt0361089,0,1,1,0,0,0,0,0,0,0,0,0,0
tt0361399,1,0,1,0,0,0,0,0,0,1,1,0,0
tt0361411,0,0,1,0,1,0,0,1,0,0,0,2,0
tt0361467,0,0,1,0,0,0,0,1,0,0,0,0,0
tt0361500,0,1,1,0,0,1,0,1,0,0,0,0,0
tt0361620,0,0,1,0,1,0,0,1,0,0,0,2,0
tt0361668,0,0,0,1,1,0,1,0,0,1,0,0,0
tt0361693,0,0,1,0,1,0,0,1,0,1,0,0,1
tt0361696,0,0,0,0,0,0,0,1,0,0,0,2,0
tt0361715,0,1,0,0,1,0,0,0,0,0,0,0,0
tt0361748,0,1,0,0,1,0,0,0,0,0,0,0,0
tt0361841,0,0,1,0,1,0,0,1,0,0,0,2,1
tt0361862,0,0,0,0,1,0,0,0,0,1,0,0,0
tt0362107,0,0,1,0,1,0,0,0,1,0,0,0,0
tt0362120,0,0,1,0,0,0,1,0,0,0,0,0,0
tt0362165,0,0,1,0,0,1,0,0,0,0,0,0,0
tt0362225,0,0,0,1,1,0,0,1,0,1,1,0,0
tt0362227,0,0,1,0,1,0,0,1,0,0,0,0,0
tt0362269,0,0,0,0,1,0,0,1,0,0,2,0,0
tt0362270,1,1,1,0,1,0,0,1,0,0,1,2,2
tt0362417,1,0,0,0,0,1,1,0,0,0,1,2,0
tt0362478,0,0,0,0,1,1,0,0,1,1,0,1,2
tt0362506,0,0,0,1,1,0,0,0,0,0,1,2,0
tt0362526,0,0,1,1,1,0,0,0,0,1,0,2,1
tt0362590,0,0,1,0,1,0,0,0,0,0,0,0,0
tt0363095,0,0,0,1,1,0,0,0,0,1,0,0,0
tt0363143,0,0,0,0,1,0,1,0,0,1,2,0,0
tt0363163,0,0,0,0,1,0,0,0,0,0,2,0,0
tt0363226,1,0,1,1,1,0,0,0,0,1,2,1,0
tt0363276,0,0,0,0,0,0,1,0,0,1,0,0,0
tt0363282,0,0,1,1,0,0,0,1,0,0,0,0,0
tt0363547,1,0,0,0,0,0,1,0,0,0,0,0,0
tt0363589,0,0,0,1,1,0,0,0,0,1,0,2,0
tt0363771,0,1,0,0,0,1,0,0,0,0,0,0,0
tt0363780,0,0,1,0,1,0,0,1,0,0,0,0,2
tt0363988,0,0,0,0,1,0,0,0,0,1,0,2,2
tt0364045,0,0,0,1,0,0,0,0,0,1,0,2,1
tt0364343,0,0,0,0,1,0,0,0,1,1,0,0,0
tt0364376,0,0,1,0,0,1,1,0,0,0,1,0,0
tt0364385,0,0,0,0,0,0,1,0,0,0,2,0,2
tt0364517,0,0,1,0,1,0,0,1,0,0,0,0,1
tt0364569,1,0,0,0,1,0,0,0,0,1,0,0,0
tt0364599,0,0,0,0,1,0,1,0,0,0,2,0,2
tt0364647,1,0,0,0,1,0,0,0,0,1,0,0,0
tt0364725,0,0,1,0,0,0,0,0,0,0,0,2,2
tt0364751,0,1,1,0,0,0,0,0,0,0,0,0,0
tt0364955,0,0,1,0,1,0,0,1,0,0,0,1,0
tt0364970,1,1,0,0,0,0,0,0,1,1,0,0,0
tt0365125,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0365265,0,0,0,0,1,0,1,0,0,0,0,0,2
tt0365296,0,0,1,0,0,0,1,1,0,0,0,1,2
tt0365376,0,0,0,0,1,0,1,0,0,1,2,0,2
tt0365478,0,0,1,0,0,1,0,0,1,0,0,0,0
tt0365485,0,0,1,1,0,0,0,0,0,1,0,0,2
tt0365513,0,1,1,0,0,0,1,0,0,1,2,2,0
tt0365545,0,0,1,0,1,0,0,1,0,0,0,0,1
tt0365675,1,1,0,0,1,0,0,1,0,0,0,2,0
tt0365686,1,0,0,1,1,0,0,0,0,1,2,0,0
tt0365737,0,0,0,0,1,0,0,0,0,1,2,0,0
tt0365748,0,0,1,0,0,0,1,0,0,0,0,0,0
tt0365810,0,0,1,1,1,0,0,1,0,1,0,0,2
tt0365830,0,1,1,0,0,0,0,0,0,0,2,2,0
tt0365847,1,1,1,0,1,1,0,0,0,0,0,2,2
tt0365852,0,0,0,0,0,1,0,0,0,0,1,0,0
tt0365885,0,0,1,0,1,0,0,0,0,0,1,0,0
tt0365907,1,0,0,1,1,0,0,0,0,1,2,0,2
tt0365929,1,0,0,1,0,0,1,0,0,1,0,0,0
tt0366174,1,1,0,0,0,0,1,0,0,1,2,1,0
tt0366292,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0366450,0,1,0,0,0,1,0,0,0,0,0,1,0
tt0366526,1,1,0,0,0,1,0,0,1,1,0,0,0
tt0366548,0,1,1,0,0,0,0,1,0,0,0,0,0
tt0366551,0,1,1,0,0,0,0,0,0,0,0,1,1
tt0366555,0,0,1,0,0,0,1,0,0,0,0,2,0
tt0366621,1,0,1,0,0,0,0,1,0,0,0,0,2
tt0366627,0,0,0,0,1,1,0,0,1,1,0,2,0
tt0366777,0,0,1,1,1,0,0,0,0,0,0,0,0
tt0366780,0,1,0,0,0,1,0,0,0,0,1,1,0
tt0366840,1,0,0,0,0,0,0,0,0,0,1,0,2
tt0366920,0,0,1,0,0,0,0,1,0,0,0,0,0
tt0366943,0,0,0,0,1,0,0,1,0,0,0,0,2
tt0367000,0,0,0,0,1,1,1,0,0,0,0,0,0
tt0367085,0,0,1,0,0,0,0,0,0,0,1,0,0
tt0367088,0,1,0,0,0,0,0,0,0,0,0,2,0
tt0367089,0,0,1,0,1,0,0,0,0,0,0,0,0
tt0367153,0,0,0,0,0,0,1,0,0,1,0,0,2
tt0367232,0,0,1,0,0,0,0,0,0,0,0,0,2
tt0367478,1,1,0,0,1,0,0,0,0,0,0,2,0
tt0367479,1,0,1,1,1,0,0,0,0,0,2,0,0
tt0367495,0,1,1,0,1,0,0,0,0,0,0,0,0
tt0367594,0,1,1,0,0,1,0,0,0,0,0,0,0
tt0367631,1,0,1,0,0,0,0,1,0,0,0,0,2
tt0367652,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0367677,0,0,0,0,0,0,1,0,1,0,1,2,2
tt0367859,0,0,1,1,1,0,0,1,0,0,2,2,0
tt0367882,1,1,0,0,0,0,0,0,0,0,1,0,0
tt0367913,0,0,0,0,1,0,1,0,0,0,2,0,0
tt0367959,0,1,0,1,1,0,0,0,0,1,2,2,1
tt0368008,0,0,0,0,1,0,0,0,1,1,0,1,0
tt0368222,0,0,1,0,0,0,0,1,0,0,0,0,0
tt0368226,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0368447,0,0,0,0,1,0,0,0,0,1,1,0,0
tt0368578,0,1,1,0,0,1,0,1,0,0,2,0,2
tt0368580,1,1,0,0,1,0,0,0,0,0,0,0,2
tt0368688,1,0,0,1,0,0,0,0,0,1,0,0,0
tt0368709,0,0,1,0,1,0,0,1,0,0,0,0,0
tt0368794,0,0,0,0,1,0,0,0,0,0,0,2,0
tt0368891,1,1,0,0,0,0,0,0,0,1,1,0,0
tt0368909,1,0,0,1,0,0,0,0,0,1,0,0,0
tt0368933,0,0,1,0,0,0,0,1,0,0,1,0,1
tt0369053,0,0,0,1,1,0,0,1,0,1,0,2,0
tt0369060,1,0,0,1,1,0,0,0,0,1,0,0,1
tt0369226,1,0,0,0,0,0,1,0,1,0,0,0,0
tt0369339,0,0,0,1,1,0,0,0,0,1,0,0,0
tt0369359,1,0,1,0,0,0,1,0,1,0,0,0,0
tt0369436,0,0,1,0,1,0,0,1,0,0,2,1,0
tt0369441,0,0,1,1,0,0,0,0,0,0,1,0,0
tt0369610,1,1,0,0,0,0,0,0,1,0,0,2,0
tt0369735,0,0,1,0,0,0,0,1,0,0,0,0,0
tt0369918,0,0,0,0,0,0,1,0,0,1,2,0,0
tt0370032,1,1,0,1,0,1,0,0,1,1,0,1,0
tt0370082,0,0,0,0,1,0,1,0,0,0,0,0,0
tt0370263,1,1,0,0,0,0,1,0,1,1,0,0,0
tt0370402,1,1,0,0,1,0,0,0,0,0,0,2,0
tt0370477,0,0,0,1,1,0,0,0,0,1,0,1,2
tt0370986,0,0,0,0,1,0,0,0,0,0,2,0,0
tt0371246,0,0,1,0,1,0,0,1,0,0,0,0,0
tt0371257,0,0,0,0,1,0,0,0,0,1,0,0,0
tt0371552,0,1,1,0,0,1,0,1,0,0,0,1,0
tt0371572,0,0,0,0,1,1,1,0,0,1,0,0,0
tt0371606,0,1,1,0,0,1,0,0,1,0,2,0,2
tt0371746,1,1,0,0,0,0,0,0,1,0,0,0,0
tt0371853,0,0,0,0,1,0,1,0,0,1,0,0,0
tt0371920,1,0,0,0,0,0,1,0,1,1,0,0,0
tt0372122,0,0,1,0,1,0,0,1,0,0,0,2,2
tt0372183,1,0,0,0,0,0,0,0,0,1,2,1,2
tt0372237,0,0,1,0,0,0,0,1,0,0,0,0,1
tt0372334,0,0,1,0,1,0,0,0,0,0,0,0,0
tt0372366,0,1,0,0,1,0,0,1,0,0,0,0,0
tt0372532,0,0,1,0,0,0,0,1,0,0,0,0,0
tt0372588,1,0,1,0,0,0,0,0,0,0,0,0,2
tt0372784,1,1,0,0,0,0,0,0,0,0,2,2,2
tt0372873,1,0,0,0,1,1,1,0,0,1,0,0,0
tt0372921,0,0,0,0,0,1,1,0,0,0,2,0,0
tt0373051,1,1,0,0,0,1,0,0,1,0,0,1,1
tt0373074,1,0,1,0,0,1,0,0,0,0,0,1,0
tt0373283,1,0,0,0,1,0,0,0,0,0,0,1,0
tt0373416,1,0,1,1,1,0,0,0,0,1,1,0,2
tt0373445,0,0,1,0,1,0,0,1,0,0,0,0,2
tt0373450,0,0,0,1,1,0,0,0,0,1,1,0,0
tt0373469,1,0,1,1,0,0,0,0,0,1,0,1,0
tt0373690,1,1,0,1,0,0,0,1,0,0,0,0,1
tt0373786,1,0,0,0,0,1,1,0,0,1,0,0,0
tt0373856,1,0,0,1,1,0,0,0,0,0,0,1,0
tt0373883,0,0,0,0,0,0,1,0,0,0,1,0,0
tt0373889,1,1,0,0,0,1,0,0,0,0,0,0,0
tt0373908,0,0,1,0,1,0,0,1,0,0,0,2,0
tt0373926,0,0,0,1,0,0,0,0,0,1,0,0,0
tt0373981,0,0,1,1,1,0,0,1,0,1,0,2,0
tt0374102,0,1,0,0,1,0,1,0,0,1,1,2,1
tt0374180,0,0,0,0,1,0,1,0,0,0,2,0,0
tt0374339,1,0,0,1,1,0,0,0,0,1,0,0,2
tt0374345,1,0,0,1,1,0,0,0,0,1,0,2,2
tt0374358,0,0,1,0,0,1,0,0,0,0,2,0,0
tt0374536,0,0,1,0,0,1,0,1,0,0,0,1,0
tt0374563,0,0,0,1,1,0,1,0,0,1,0,0,2
tt0374584,0,0,0,1,0,0,0,0,1,1,1,0,1
tt0374627,1,1,1,0,0,0,0,0,1,0,0,0,1
tt0374853,0,1,0,0,1,1,0,0,0,1,0,0,1
tt0374887,0,0,1,0,1,0,0,0,0,0,2,0,0
tt0374900,0,0,1,0,0,0,0,0,0,0,2,0,0
tt0375063,0,0,1,0,1,0,0,1,0,0,0,0,0
tt0375100,0,0,0,0,0,0,1,0,0,1,0,2,0
tt0375154,1,1,0,0,1,0,0,1,0,0,1,2,0
tt0375173,0,0,1,0,1,0,0,1,0,0,2,2,0
tt0375210,0,0,0,0,1,0,1,0,0,1,0,0,0
tt0375560,1,0,0,1,0,0,0,0,0,1,2,1,0
tt0375568,1,0,1,0,0,0,0,0,1,0,0,1,0
tt0375679,0,0,0,1,1,0,0,0,0,1,1,0,0
tt0375735,0,0,0,0,1,0,0,1,0,1,0,0,0
tt0375785,0,0,1,0,0,0,0,1,0,0,0,0,2
tt0376006,0,0,1,0,1,0,0,0,0,0,0,0,0
tt0376105,0,1,1,0,1,0,0,0,0,0,0,0,0
tt0376136,0,0,1,0,1,0,0,0,0,0,2,0,2
tt0376181,0,0,1,0,1,0,0,1,0,0,0,0,0
tt0376196,0,0,0,0,1,0,0,0,0,1,0,2,2
tt0376479,0,0,0,1,1,0,0,0,0,0,0,2,0
tt0376541,0,0,0,0,1,0,0,1,0,0,2,0,0
tt0376649,0,0,0,1,1,0,0,0,0,1,0,0,0
tt0376994,1,0,0,0,0,0,0,0,1,0,0,0,1
tt0377057,0,0,1,0,0,0,0,0,0,0,2,2,1
tt0377062,1,1,0,0,1,0,0,1,0,1,0,0,0
tt0377079,1,0,0,0,1,1,1,0,1,1,0,0,2
tt0377091,0,0,0,1,1,0,0,0,0,0,0,0,1
tt0377092,0,0,1,0,0,0,0,0,0,0,1,0,0
tt0377109,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0377471,0,0,1,1,1,0,0,1,0,0,0,0,2
tt0377633,1,0,0,0,1,1,1,1,0,0,0,0,0
tt0377713,0,0,0,0,1,0,0,0,1,1,0,0,1
tt0377744,0,0,1,0,1,1,0,0,0,0,2,0,2
tt0377749,0,0,0,0,0,0,1,0,0,1,0,0,0
tt0377752,0,0,0,0,1,0,0,1,0,0,0,0,2
tt0377818,0,0,1,0,0,0,0,0,0,0,0,1,2
tt0377981,0,1,1,0,0,0,0,1,0,0,0,0,1
tt0378109,1,1,0,1,0,0,0,0,0,1,0,0,0
tt0378194,1,0,0,1,0,0,0,0,0,1,0,2,2
tt0378262,0,0,0,0,0,1,0,0,0,0,0,2,0
tt0378428,1,0,0,0,1,0,0,0,1,1,1,0,0
tt0378565,0,0,0,1,1,0,0,0,0,0,0,0,2
tt0378661,0,0,0,0,1,1,0,0,0,0,1,0,0
tt0378897,0,0,1,0,1,0,0,0,0,0,0,0,2
tt0378906,0,1,0,0,1,0,0,0,0,0,0,0,0
tt0379217,0,0,1,0,1,0,0,0,0,0,0,1,0
tt0379240,1,0,1,0,1,0,0,0,0,1,2,1,0
tt0379270,0,0,1,0,1,0,0,1,0,0,0,0,0
tt0379306,0,0,1,0,1,0,0,1,0,0,0,0,2
tt0379370,0,0,0,1,1,0,0,0,0,1,0,2,2
tt0379557,0,1,0,0,1,0,0,0,0,0,2,0,0
tt0379725,0,0,0,1,1,0,0,0,0,0,2,0,2
tt0379786,1,1,0,0,0,0,0,0,1,1,0,0,0
tt0379790,1,1,0,0,0,0,0,0,0,0,2,0,0
tt0379865,0,0,1,0,1,0,0,1,0,0,0,0,0
tt0379889,0,0,0,0,1,0,0,1,0,0,0,0,0
tt0379918,0,0,1,1,1,0,0,1,0,0,0,1,2
tt0380066,0,0,0,0,0,0,1,0,0,1,0,0,0
tt0380249,0,0,1,0,1,1,0,1,0,0,1,0,2
tt0380389,0,0,0,0,1,0,0,1,0,0,0,0,2
tt0380510,0,0,0,0,1,1,0,0,0,1,0,0,0
tt0380538,1,1,1,1,0,0,0,0,0,1,0,0,0
tt0380599,0,0,0,1,1,0,0,0,0,0,2,2,2
tt0380609,0,0,1,0,1,1,0,1,0,0,0,0,0
tt0380623,0,0,1,0,0,0,0,1,0,0,0,0,2
tt0380687,0,0,1,0,0,0,1,0,0,0,2,0,0
tt0380726,0,1,0,0,1,0,0,0,0,0,0,0,0
tt0380736,0,0,0,1,1,0,1,0,0,0,0,0,1
tt0380817,0,0,1,0,1,0,0,0,0,0,2,2,0
tt0381061,1,1,0,0,0,0,0,0,0,1,0,0,0
tt0381111,0,1,0,0,0,1,0,0,1,0,2,2,0
tt0381348,0,0,0,0,1,0,0,1,1,0,0,2,0
tt0381601,1,0,0,0,0,0,0,0,1,1,2,0,2
tt0381681,0,0,0,0,1,0,0,1,0,0,0,0,0
tt0381707,0,0,1,1,0,0,0,0,0,0,0,1,0
tt0381849,1,0,0,1,1,0,0,0,0,0,0,0,1
tt0381940,0,0,0,0,0,0,0,0,1,1,1,0,2
tt0381966,0,0,0,0,0,0,1,0,0,1,0,0,0
tt0381971,0,1,1,0,0,1,0,0,0,0,2,0,0
tt0382019,0,0,0,0,0,0,1,0,0,1,0,0,2
tt0382077,0,0,0,0,1,0,1,0,0,1,0,0,0
tt0382189,0,0,0,0,1,0,0,1,0,0,0,0,1
tt0382330,0,0,1,0,1,0,0,1,0,0,0,0,0
tt0382383,1,0,0,0,1,0,0,0,0,1,0,0,0
tt0382625,1,0,0,0,0,0,0,0,0,1,1,0,0
tt0382628,0,0,0,0,1,0,1,0,0,0,0,0,0
tt0382721,1,0,0,0,1,0,0,0,0,0,0,0,0
tt0382765,0,0,0,1,1,0,0,0,0,1,0,0,0
tt0382810,0,0,0,1,1,0,0,1,0,1,2,1,0
tt0382912,0,0,0,0,0,1,0,0,0,0,0,2,0
tt0382932,0,1,1,0,1,1,0,0,0,0,1,0,2
tt0382960,0,1,1,0,0,0,0,0,0,0,0,0,1
tt0382992,1,1,0,0,0,0,0,0,1,1,0,2,1
tt0383010,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0383041,0,0,1,0,1,1,0,1,0,0,2,0,0
tt0383060,1,1,1,0,0,1,0,0,1,0,0,2,0
tt0383216,0,1,1,1,0,0,0,0,0,0,0,0,2
tt0383222,1,1,0,0,0,1,1,0,0,0,0,1,0
tt0383353,0,0,1,0,0,0,1,0,1,0,0,0,0
tt0383574,1,1,0,0,0,1,0,0,0,0,0,0,0
tt0383694,0,0,0,1,1,0,0,0,0,0,0,0,0
tt0384116,0,1,1,0,0,0,0,0,1,0,0,2,2
tt0384286,0,0,0,0,1,0,1,0,0,1,0,0,2
tt0384369,0,0,0,0,1,0,0,0,0,1,0,0,1
tt0384491,0,0,0,1,0,0,0,0,0,1,0,0,0
tt0384504,0,0,1,0,1,0,0,1,0,0,0,0,0
tt0384537,0,0,0,0,0,0,1,0,0,0,0,1,0
tt0384642,0,0,1,0,0,0,0,1,0,0,0,0,0
tt0384680,0,0,1,0,1,0,0,0,0,0,0,0,0
tt0384793,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0384806,0,0,0,0,0,0,1,0,0,0,0,1,0
tt0384819,1,1,0,0,1,1,0,0,0,1,2,0,1
tt0385002,0,0,0,1,1,0,0,0,0,0,0,0,0
tt0385004,1,1,0,0,1,0,0,1,0,0,1,0,0
tt0385017,0,0,0,0,1,0,0,0,0,1,0,1,0
tt0385056,0,0,1,0,1,0,0,0,0,0,0,0,0
tt0385057,0,0,1,0,0,0,0,0,0,0,2,0,0
tt0385267,0,0,1,0,1,0,0,1,0,0,1,0,0
tt0385307,1,0,1,1,0,0,0,0,0,0,1,0,0
tt0385700,1,1,0,0,1,1,0,0,1,1,2,2,0
tt0385705,0,0,0,1,1,0,0,0,0,0,0,2,0
tt0385752,0,1,0,0,0,1,0,0,0,0,0,0,2
tt0385880,0,1,1,0,0,1,0,0,0,0,0,2,0
tt0385887,0,0,0,1,1,0,0,0,0,0,0,0,1
tt0385988,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0385990,1,0,0,0,0,0,0,0,1,0,0,0,1
tt0386005,1,0,0,1,1,0,0,0,0,1,2,2,0
tt0386038,0,0,0,1,0,0,0,0,0,1,0,0,0
tt0386064,1,0,0,0,1,0,0,0,0,0,0,0,1
tt0386117,0,1,0,0,1,1,0,0,0,0,2,0,2
tt0386140,1,1,0,0,0,0,0,1,0,1,2,0,1
tt0386327,0,0,0,0,0,1,0,0,0,0,1,0,0
tt0386504,0,0,0,1,1,0,0,0,0,0,0,0,0
tt0386588,0,0,1,0,0,0,0,1,0,0,0,0,0
tt0386651,1,0,0,0,1,0,0,0,0,0,0,0,0
tt0386741,1,0,0,0,0,0,0,0,1,1,2,0,0
tt0386751,0,0,0,0,1,0,0,0,0,1,0,0,0
tt0386820,0,0,1,0,0,0,0,0,0,1,0,0,2
tt0387131,0,0,0,0,1,0,0,1,0,1,0,0,0
tt0387514,0,0,1,0,1,0,0,1,0,0,2,0,2
tt0387549,0,0,0,0,0,0,1,0,0,1,2,0,2
tt0387564,0,0,0,0,0,0,1,0,0,1,0,0,2
tt0387575,0,0,1,0,0,1,1,0,0,1,2,0,0
tt0387808,0,1,1,0,0,0,0,0,1,1,0,0,2
tt0387877,0,0,0,1,1,0,0,0,0,1,0,0,2
tt0387898,0,0,0,0,1,0,0,0,0,1,0,0,2
tt0387914,0,0,0,0,1,0,0,0,0,1,0,0,0
tt0388125,0,0,1,0,1,0,0,1,0,0,0,0,0
tt0388139,0,0,1,0,1,0,0,0,0,0,0,0,0
tt0388182,0,0,1,0,1,0,0,0,0,0,0,2,0
tt0388183,0,0,1,1,0,0,0,0,0,0,0,0,0
tt0388213,0,0,0,0,1,0,0,1,0,0,0,0,2
tt0388230,0,0,0,1,0,0,1,0,0,1,0,0,0
tt0388377,1,1,0,0,1,0,0,0,0,0,0,0,0
tt0388419,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0388473,0,1,1,0,1,0,0,0,0,0,0,0,0
tt0388482,1,0,0,0,0,0,0,0,0,1,2,0,1
tt0388500,0,0,1,0,0,0,0,0,0,0,0,1,0
tt0388556,0,0,1,0,0,0,0,0,1,0,2,1,2
tt0388795,0,0,0,0,1,0,0,1,0,0,0,0,0
tt0389328,1,0,0,0,0,0,1,0,0,1,2,0,0
tt0389557,0,0,0,0,1,0,0,0,0,1,0,0,0
tt0389722,1,0,0,0,0,0,1,0,0,1,0,1,0
tt0389790,0,1,1,0,0,0,0,0,0,0,2,2,0
tt0389860,0,0,1,0,1,1,0,1,0,0,1,2,2
tt0389957,1,0,0,1,1,0,0,0,0,1,0,2,0
tt0390022,1,0,0,0,1,0,0,0,0,0,0,0,1
tt0390221,0,0,0,1,1,0,0,0,0,0,0,0,0
tt0390384,0,0,0,0,1,0,0,0,1,1,0,0,1
tt0390418,0,0,1,0,1,0,0,1,0,0,0,0,2
tt0390450,0,0,0,0,1,0,1,0,0,1,0,0,0
tt0390463,1,0,0,0,0,0,0,0,1,0,0,0,0
tt0390614,0,0,1,0,1,0,0,1,0,0,0,0,2
tt0390808,1,0,0,1,1,0,0,0,0,1,1,0,1
tt0391198,0,0,0,0,0,0,1,0,0,1,2,0,0
tt0391304,0,0,1,0,1,0,0,1,0,0,0,0,2
tt0391728,0,0,1,0,1,0,0,1,0,0,0,1,2
tt0392465,0,0,1,0,1,0,0,1,0,0,0,0,0
tt0393109,1,0,0,1,1,0,0,0,0,1,0,2,2
tt0393162,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0393635,0,0,0,0,0,0,1,0,0,1,0,0,0
tt0393685,0,0,1,0,0,1,1,0,0,0,0,0,0
tt0393735,0,0,1,0,0,1,0,0,0,0,0,0,0
tt0395119,0,1,0,0,1,0,0,1,0,1,0,2,1
tt0395125,0,0,1,1,0,0,0,0,0,1,0,2,2
tt0395169,0,0,0,0,1,0,0,0,0,0,0,0,2
tt0395251,0,0,1,0,0,0,0,0,0,0,0,0,2
tt0395495,0,0,1,0,1,0,0,1,0,0,1,0,0
tt0395514,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0395584,0,0,0,0,0,0,1,0,0,0,0,2,1
tt0395585,0,0,0,0,1,0,1,0,0,1,0,2,0
tt0395699,1,0,1,0,1,0,0,0,0,0,2,1,1
tt0395947,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0396042,0,1,1,0,0,0,0,0,0,0,0,2,0
tt0396171,0,0,0,1,1,0,0,0,0,0,0,0,0
tt0396184,1,0,0,1,1,0,0,0,0,0,0,0,0
tt0396269,0,0,1,0,0,0,0,1,0,0,0,0,0
tt0396271,0,0,0,0,1,0,0,0,0,1,0,0,0
tt0396401,0,0,0,0,0,0,1,0,0,1,0,0,0
tt0396555,0,1,1,0,0,0,0,0,1,0,0,0,0
tt0396592,0,0,1,0,0,1,0,1,0,0,0,0,0
tt0396652,0,0,1,0,1,0,0,0,0,0,0,2,2
tt0396659,1,1,0,0,0,1,0,0,0,1,2,2,0
tt0396707,0,1,0,0,0,1,0,1,0,0,0,0,2
